subject,start_sec,end_sec,window_sec,step_sec,emg_mean,emg_std,emg_min,emg_max,emg_range,emg_median,emg_iqr,emg_rms,emg_energy,emg_skew,emg_kurtosis,emg_abs_mean,emg_abs_std,emg_abs_median,emg_abs_max,emg_iemg,emg_mav,emg_log_detector,emg_variance,emg_waveform_length,emg_average_amplitude_change,emg_derivative_mean,emg_derivative_std,emg_derivative_max_abs,emg_zero_crossing_count,emg_zero_crossing_rate,emg_slope_sign_change_count,emg_slope_sign_change_rate,emg_willison_amplitude_count,emg_willison_amplitude_rate,emg_hjorth_activity,emg_hjorth_mobility,emg_hjorth_complexity,emg_total_power,emg_mean_frequency,emg_median_frequency,emg_bandpower_20_60,emg_bandpower_60_120,emg_bandpower_120_250,emg_relative_power_20_60,emg_relative_power_60_120,emg_relative_power_120_250,original_label,label,label_purity
S5,330,390,60,30,2.1462518722686255e-06,0.02386336869899869,-0.2381625327181375,0.20930843339437366,0.44747096611251114,0.001138739971900013,0.021111480101487196,0.02386336879551476,23.9173355513714,-0.8888503841835746,6.229500129111848,0.0161280550643261,0.01758824067702091,0.010638938154551903,0.2381625327181375,677.3783127016961,0.0161280550643261,0.009040649118101584,0.0005694603656643505,584.0022063306476,0.013905145511337117,-2.8766610706673123e-08,0.020881026565789548,0.1760675906994425,11647,194.11666666666667,17219,286.98333333333335,38686,644.7666666666667,0.0005694603656643505,0.8750242612085911,1.3890537926998625,0.000588024593972855,92.45905313510451,77.7587890625,0.0001809324234719169,0.00025799436801159916,0.00014813458591423628,0.3076953333694565,0.43874758072365416,0.2519190309939224,1,0,1.0
S5,360,420,60,30,7.714376562625911e-07,0.01663168567913175,-0.2381625327181375,0.20930843339437366,0.44747096611251114,0.0003855016813935384,0.014284996685825509,0.016631685697022783,11.617744703231194,-0.91906031087324,14.90991546552375,0.010602667588790186,0.012813914668288153,0.007160234553443531,0.2381625327181375,445.31203872918786,0.010602667588790186,0.005995389930398005,0.0002766129685294362,378.40558981029324,0.009009871420993196,-3.171058675748861e-08,0.014234579565281956,0.17582091511075082,11747,195.78333333333333,17456,290.93333333333334,38858,647.6333333333333,0.0002766129685294362,0.855871126950318,1.41421513046264,0.000282993122503384,89.60053331666556,75.0244140625,9.560152728412073e-05,0.00012006659141050069,6.68134189415761e-05,0.33782279384891245,0.42427388463853904,0.2360955572013138,1,0,1.0
S5,390,450,60,30,-1.8899004036636418e-07,0.011935797100179864,-0.1271070397649356,0.08343072232739848,0.21053776209233407,0.00028126463571248334,0.013655380723455627,0.011935797101676086,5.983456602999929,-0.40161260863296117,3.63463546991449,0.008841736805746693,0.008017913862737834,0.0068380265984725,0.1271070397649356,371.3529458413611,0.008841736805746693,0.005531254519465444,0.00014246325241666204,313.0217015215516,0.007453075109444311,3.1888794433816866e-08,0.01002057027351571,0.0974253984396189,11751,195.85,17577,292.95,39621,660.35,0.00014246325241666204,0.8395392607138661,1.4343295521013406,0.00013995172749807876,87.58889127030498,73.6572265625,5.001950015796055e-05,5.861672070683325e-05,3.1055195734584384e-05,0.35740537864134053,0.418835278097142,0.2218993383630131,1,0,1.0
S5,420,480,60,30,-1.2927049810418598e-07,0.012284985898235965,-0.1271070397649356,0.08343072232739848,0.21053776209233407,0.00044532241357941177,0.01435282030927983,0.0122849858989161,6.33867689853583,-0.43021943470758334,3.1875710125172665,0.009180117560834693,0.008163719746893684,0.007175820929467145,0.1271070397649356,385.5649375550571,0.009180117560834693,0.0057917858581551076,0.00015092087851985652,316.00639124712654,0.007524140842570693,1.2786695655574773e-09,0.010139513745545932,0.0974253984396189,11242,187.36666666666667,17176,286.26666666666665,39582,659.7,0.00015092087851985652,0.8253581916607566,1.447540048957283,0.00015322837703297018,85.7690818208563,71.77734375,5.831240504514944e-05,6.179963826351442e-05,3.2843766706027385e-05,0.3805587853521567,0.4033171887620854,0.21434519729306006,1,0,1.0
S5,450,510,60,30,-7.271647725981357e-07,0.009752557306719605,-0.0494718078479505,0.04201168453395872,0.09148349238190923,0.0003612024098648335,0.012379751768096393,0.009752557333828833,3.994719731083979,-0.2674980598261512,0.6648179784424055,0.007598726773032984,0.006113241855056142,0.0061958892256413056,0.0494718078479505,319.14652446738535,0.007598726773032984,0.004942522408231451,9.511237402084994e-05,257.94233853275824,0.0061416304800771026,3.004636238756775e-08,0.007886462105265822,0.039719563577445716,11087,184.78333333333333,17095,284.9166666666667,39747,662.45,9.511237402084994e-05,0.8086558076241167,1.4700484695881226,9.550210060477472e-05,83.00283161767109,69.2138671875,3.857587265116302e-05,3.804469939025936e-05,1.8684825717015375e-05,0.4039269545578391,0.3983650532222668,0.19564832185566824,1,0,1.0
S5,480,540,60,30,7.043632203555975e-07,0.010140191773703134,-0.08553720563062846,0.074000712033095,0.15953791766372344,0.00031096011809457187,0.012266063485925693,0.010140191798166555,4.318586567551379,-0.34206030858920966,2.5991859882328523,0.007691812692575433,0.006607534124462751,0.006142235020775835,0.08553720563062846,323.05613308816817,0.007691812692575433,0.00492016887055821,0.00010282348920747672,261.1437855323845,0.006217857223562097,3.801782659384598e-08,0.008174358351367204,0.07196047026236825,11217,186.95,17127,285.45,39625,660.4166666666666,0.00010282348920747672,0.8061344926992421,1.4770349155517102,0.00010183098945825402,82.8930268087649,67.333984375,4.3275472861902366e-05,3.7612000593852744e-05,2.0724920603384628e-05,0.42497350847841164,0.3693571160797953,0.20352272636888089,1,0,1.0
S5,510,570,60,30,5.80049598497243e-07,0.010693520570997352,-0.08553720563062846,0.074000712033095,0.15953791766372344,0.0003316030441238018,0.013053543868007882,0.010693520586729193,4.802758066629644,-0.3101034392219041,2.1790117050379205,0.008147217195815331,0.006926343516099386,0.006532934085859969,0.08553720563062846,342.1831222242439,0.008147217195815331,0.005219000435346109,0.00011435138220234352,280.38010824962265,0.006675875812510361,3.119073635957426e-08,0.008677031880975926,0.07196047026236825,11405,190.08333333333334,17357,289.28333333333336,39786,663.1,0.00011435138220234352,0.8114289230910084,1.4698172324985055,0.00011560785796781368,83.69906122073156,69.384765625,4.7000008242953335e-05,4.5021457188269e-05,2.3342664870875885e-05,0.40654683054536467,0.3894325003478864,0.20191244160388047,1,0,1.0
S5,540,600,60,30,-1.544368430312662e-06,0.010693726828750125,-0.06225177251197905,0.04866086510309932,0.11091263761507837,0.00027417699763899626,0.013801551644107922,0.010693726940267554,4.80294342666617,-0.1801762432270742,0.501079543914928,0.008380875773040716,0.006642041640178356,0.0069024682266884,0.06225177251197905,351.9967824677101,0.008380875773040716,0.005469749103892012,0.00011435579348793019,290.88639446002173,0.006926031440272905,-7.340405125518486e-08,0.008745617422620902,0.0451383773762146,11465,191.08333333333334,17291,288.18333333333334,39963,666.05,0.00011435579348793019,0.8178268963359226,1.45040951366728,0.00011266166035676555,85.1632811559538,72.6318359375,4.279859201330977e-05,4.696026976661899e-05,2.266774881486756e-05,0.37988604000490955,0.41682564963013996,0.2012019771685028,1,0,1.0
S5,570,630,60,30,-1.244996510136612e-07,0.010716468767564555,-0.057925134341727524,0.04866086510309932,0.10658599944482684,0.00027886164339493004,0.01366797426518887,0.01071646876828775,4.8233935201908436,-0.1962579555875983,0.572416722104236,0.00836616655302752,0.006697011278823589,0.006845955420271336,0.057925134341727524,351.3789952271558,0.00836616655302752,0.005426951880679757,0.00011484270284618657,291.60650151324165,0.0069431772545356235,4.302714911306368e-09,0.008828765133248448,0.0451383773762146,11522,192.03333333333333,17355,289.25,39839,663.9833333333333,0.00011484270284618657,0.82385021827063,1.4509934886081002,0.00011323417752934312,84.97514567804744,71.77734375,4.4193531641881006e-05,4.541355028425842e-05,2.334343793787328e-05,0.3902843876834699,0.40105868453444726,0.20615187434751436,1,0,1.0
S5,600,660,60,30,-7.93296585056407e-07,0.010485787219747703,-0.06962720074095446,0.04324773661026135,0.11287493735121581,0.00032192192677455073,0.013269723773825265,0.010485787249755915,4.617972838380036,-0.25279812603831386,0.7060758005313943,0.008171166757411861,0.006571435769275314,0.0066321554118600416,0.06962720074095446,343.18900381129816,0.008171166757411861,0.0053117890635670725,0.00010995173361782424,290.17447965974407,0.006909080684295913,4.6741345600734966e-08,0.008831431710281694,0.05624972245520865,11740,195.66666666666666,17731,295.51666666666665,39821,663.6833333333333,0.00010995173361782424,0.8422287735964746,1.443973639819077,0.00010885462090030056,87.69832786993682,73.486328125,4.089457116111011e-05,4.248157125317194e-05,2.5171849875178804e-05,0.3756806171652121,0.39025969593041543,0.23124282338214733,1,0,1.0
S5,630,690,60,30,-8.891901008138588e-07,0.010243244379072373,-0.06962720074095446,0.04184902746211618,0.11147622820307065,0.0002849188623508009,0.013177554260695355,0.010243244417666542,4.406810360402385,-0.20324364779697976,0.5156461972185507,0.008034401380307596,0.006353931905534412,0.006597211845691385,0.06962720074095446,337.44485797291907,0.008034401380307596,0.005263930026403057,0.00010492405540939775,285.620463749658,0.006800649152352627,1.053815689852367e-08,0.00864551876702132,0.05624972245520865,11811,196.85,17527,292.1166666666667,39865,664.4166666666666,0.00010492405540939775,0.8440215274649394,1.4350187263513978,0.00010389263372581006,88.16697221243804,74.51171875,3.7454564614861346e-05,4.250296834196542e-05,2.3717788615458004e-05,0.36051222566664515,0.4091047345487248,0.2282913404433773,1,0,1.0
S5,660,720,60,30,-8.455820432260266e-07,0.009903083516008769,-0.05139820457777505,0.04242039778372751,0.09381860236150256,0.00031214224506237714,0.012833317828978598,0.00990308355210909,4.11898468128225,-0.18399111290953749,0.4303029555146636,0.007782282292228495,0.0061243078110199845,0.006431183455998515,0.05139820457777505,326.85585627359677,0.007782282292228495,0.005093033365380282,9.80710631250446e-05,274.3348138384856,0.006531936804173567,-1.1437622386712642e-08,0.008286151546017997,0.046622079129060044,11683,194.71666666666667,17440,290.6666666666667,39895,664.9166666666666,9.80710631250446e-05,0.8367243932279343,1.4422215730642896,9.765182064701674e-05,86.94490842512145,73.3154296875,3.567560843781623e-05,4.052007121163229e-05,2.121346180751158e-05,0.3653348007383631,0.4149443496614436,0.21723570197622988,1,0,1.0
S5,690,750,60,30,2.9620326022029976e-07,0.010118266652579316,-0.0513084166574722,0.059999048516434346,0.11130746517390655,0.0004016189795812866,0.012978028014568512,0.01011826665691486,4.29993144589827,-0.24890728718701585,0.6046129305016947,0.007917213290693526,0.006300559804501564,0.0064974420024476,0.059999048516434346,332.5229582091281,0.007917213290693526,0.005177147555341636,0.00010237932005269862,282.9205893326663,0.006736364897561044,3.6348163714659913e-08,0.00860616711157633,0.04651593026861606,11864,197.73333333333332,17613,293.55,39849,664.15,0.00010237932005269862,0.8505574528797849,1.4295918607634328,0.00010237452061758896,88.37511512558288,74.6826171875,3.6653921844053406e-05,4.1852605304669965e-05,2.361396720914644e-05,0.3580375431595027,0.40881857177145375,0.23066254246361104,1,0,1.0
S5,720,780,60,30,-5.4572690834578e-07,0.009823997108694468,-0.0500533112522372,0.059999048516434346,0.11005235976867155,0.00037664076272318867,0.012525353050908112,0.00982399712385214,4.053458618557114,-0.2685365626267581,0.7178946721314623,0.00765074774639013,0.006162546422588754,0.006250594427559517,0.059999048516434346,321.33140534838543,0.00765074774639013,0.004973904852212089,9.651091919163724e-05,288.4090539575232,0.0068670457381728904,-1.3446218836707159e-08,0.0087530397150923,0.04651593026861606,12628,210.46666666666667,18380,306.3333333333333,39944,665.7333333333333,9.651091919163724e-05,0.8909855752446889,1.4132988080029827,9.647555437382087e-05,92.83054085196511,77.587890625,3.361791611927272e-05,3.631366545591097e-05,2.6325070798193184e-05,0.34846046065732805,0.376402765359645,0.27286778468449646,1,0,1.0
S5,750,810,60,30,-6.50364704646637e-07,0.009112315991671314,-0.05282622042887575,0.04490083919062635,0.0977270596195021,0.00034531321699147435,0.011722540649282244,0.009112316014880245,3.487440732511806,-0.3007919928561928,0.6091258642291484,0.007127256805388791,0.005677720809011498,0.0058852347355034355,0.05282622042887575,299.3447858263292,0.007127256805388791,0.0046442934086816726,8.303430273206876e-05,280.92987086127243,0.006688965710166252,4.249846489622e-09,0.008484856163341955,0.039391242497403035,13127,218.78333333333333,19263,321.05,40081,668.0166666666667,8.303430273206876e-05,0.9311415639116488,1.4007990043950196,8.234387678835185e-05,98.0573028179484,82.03125,2.7399394169241795e-05,2.884160991991822e-05,2.5916599792281472e-05,0.33274355347230433,0.35025810108564237,0.3147362111562322,1,0,1.0
S5,780,840,60,30,-7.966544542342354e-07,0.008728647630373962,-0.05282622042887575,0.03573965176876487,0.08856587219764062,0.00036039172463865317,0.011245701813915664,0.008728647666728867,3.1999501837754347,-0.313317519960323,0.6608921085958075,0.006829025989637022,0.005436330943085915,0.005625980519841979,0.05282622042887575,286.81909156475496,0.006829025989637022,0.004457034823976308,7.618928945523297e-05,267.11975270741266,0.006360145544118018,1.4013858995970782e-09,0.00806464462997838,0.039391242497403035,13007,216.78333333333333,19461,324.35,40055,667.5833333333334,7.618928945523297e-05,0.9239283072803876,1.4201110478935375,7.544310189642572e-05,96.66476383106898,79.4677734375,2.6558016114407808e-05,2.557432507742934e-05,2.3134222797468983e-05,0.35202709653784864,0.33898824988054976,0.3066446396812989,1,0,1.0
S5,810,870,60,30,1.2742367163195282e-06,0.010061674282755282,-0.07648043067105918,0.05357597480004396,0.13005640547110314,0.00040398140163431726,0.012429775150468898,0.010061674363441615,4.251966221829406,-0.30393902762152575,1.4352051917077207,0.007719390204872476,0.006453549865063189,0.006231965001744514,0.07648043067105918,324.214388604644,0.007719390204872476,0.004945440405514479,0.00010123728937225902,281.5861926998789,0.006704592792682656,-1.1654419164210533e-08,0.008565142714703728,0.07695178210482652,12233,203.88333333333333,18814,313.56666666666666,39929,665.4833333333333,0.00010123728937225902,0.8512641608150185,1.4913369738246856,0.00010173149115056169,86.76622862834388,67.67578125,4.350598506461749e-05,3.3474726869187065e-05,2.4500133425469006e-05,0.42765504144856215,0.3290498005150123,0.2408313605588365,1,0,1.0
S5,840,900,60,30,-7.051479065411137e-07,0.010675443557425862,-0.07648043067105918,0.05357597480004396,0.13005640547110314,0.00038255946179453293,0.013513493208326035,0.010675443580714523,4.786534017090794,-0.26370135537028444,1.0559758581610454,0.008270319471226617,0.006750326769043763,0.006760091394638094,0.07648043067105918,347.3534177915179,0.008270319471226617,0.005343739510858906,0.00011396509514778533,293.01372023314275,0.006976683259914349,3.253987484073109e-08,0.008880967778658056,0.07695178210482652,11711,195.18333333333334,18421,307.01666666666665,39918,665.3,0.00011396509514778533,0.8319062089443989,1.506983678348233,0.00011683696481216678,84.45540113104981,65.283203125,5.1989815568169775e-05,3.835587879989083e-05,2.6090544302777132e-05,0.4449774577057126,0.32828547764445737,0.22330727561026303,1,0,1.0
S5,870,930,60,30,7.358761163133001e-07,0.009617799843667911,-0.05454421410673299,0.0527888944127077,0.1073331085194407,0.0003425158069683694,0.01249418274976731,0.00961779987181955,3.8850871237236304,-0.2154948232112443,0.4856357506770492,0.0075511629133387095,0.005956678019717888,0.006254779977111886,0.05454421410673299,317.1488423602258,0.0075511629133387095,0.004935309940939128,9.250207383285849e-05,276.0198183559999,0.006572056914593203,-2.8326820684335946e-09,0.008312997928847184,0.04470496320735075,11967,199.45,18796,313.26666666666665,40030,667.1666666666666,9.250207383285849e-05,0.8643346777818658,1.4871588700498066,9.152131409066765e-05,88.87140981829828,69.04296875,3.8043547486526914e-05,2.9990617642968772e-05,2.3268616139666626e-05,0.41567964647926947,0.32768998064492266,0.25424259224048124,1,0,1.0
S5,900,960,60,30,-1.2795069112023028e-06,0.010636321022195264,-0.0859513300416438,0.06233585631394676,0.14828718635559057,0.00044548671107841244,0.013125353152074581,0.010636321099155046,4.751515714021894,-0.3107530236083237,1.3874192064706117,0.008169300088114404,0.00681130403040892,0.006582221294490927,0.0859513300416438,343.110603700805,0.008169300088114404,0.0052545526907332735,0.00011313132488719288,296.8686508150814,0.007068469506775909,-3.53809236188473e-08,0.009117370374719129,0.08104413850130862,11980,199.66666666666666,18701,311.68333333333334,39910,665.1666666666666,0.00011313132488719288,0.8571921020147404,1.4797372620237164,0.00011301011952336682,87.96290500566614,68.5302734375,4.745391530497807e-05,3.7257174634060914e-05,2.810136563231649e-05,0.41990854894340807,0.3296799861038758,0.24866238307540275,1,0,1.0
S5,930,990,60,30,2.07165051408991e-06,0.012198791291330119,-0.1360400635470714,0.1989536899406143,0.3349937534876857,0.000503001416532528,0.014654986053555846,0.012198791467238358,6.25004155696903,-0.09317347511175372,5.650881578708432,0.009188449328454385,0.008023896322834286,0.007344500286653689,0.1989536899406143,385.91487179508414,0.009188449328454385,0.005865440596166679,0.00014881050896943152,329.5616762082677,0.007846893407182736,2.321537705538201e-09,0.01028254113320139,0.11422945494074693,11906,198.43333333333334,18340,305.6666666666667,39826,663.7666666666667,0.00014881050896943152,0.8429147517680183,1.4633149157101024,0.00014511575918695283,87.22998762188166,69.8974609375,5.7809557772004936e-05,5.230721009875907e-05,3.470094727984773e-05,0.3983685720689288,0.3604516173282849,0.23912597414828293,1,0,1.0
S5,960,1020,60,30,1.3774220222982812e-06,0.011709546182928405,-0.1360400635470714,0.1989536899406143,0.3349937534876857,0.0004280087804030073,0.014374088058638677,0.011709546263943132,5.758765895711833,-0.0020590630296681064,6.110429589166703,0.00890415963326238,0.007604565400652776,0.00720024199482313,0.1989536899406143,373.97470459702,0.00890415963326238,0.005730589682250569,0.00013711347181013316,323.3194970803438,0.007698266555878564,3.1876978077292135e-09,0.009991104801342276,0.11422945494074693,12082,201.36666666666667,17906,298.43333333333334,39895,664.9166666666666,0.00013711347181013316,0.8532444080461905,1.422200257499741,0.00014207548868960072,88.58798305385581,74.169921875,4.9607615162956695e-05,5.838852334640053e-05,3.381818818249631e-05,0.34916378342598475,0.4109683090653645,0.23802971571247286,1,0,1.0
S5,990,1050,60,30,-1.2639013233872924e-06,0.010920456853097385,-0.05962587611988714,0.059759280171553394,0.11938515629144053,0.00028097044262192627,0.01391044926458583,0.010920456926237481,5.008767938067943,-0.16567881018818695,0.5327242674457735,0.008527614739734464,0.006821742176927511,0.006960526891493416,0.059759280171553394,358.15981906884747,0.008527614739734464,0.0055356880535742834,0.00011925637788036162,307.28759127422404,0.0073165454242773405,-2.128586403927986e-08,0.009300120953443115,0.0531448569157226,11936,198.93333333333334,17362,289.3666666666667,39904,665.0666666666667,0.00011925637788036162,0.8516237991275346,1.3979083222101851,0.0001200223080853475,89.42808210944786,79.1259765625,3.8763041279502875e-05,5.411307994356909e-05,2.692931384290907e-05,0.32296530451604544,0.45085851794392623,0.22436923828993288,1,0,1.0
S5,1020,1080,60,30,9.451203596982633e-07,0.010913088757873465,-0.0933467033554723,0.059759280171553394,0.1531059835270257,0.00027103676309910983,0.01379811996473309,0.010913088798799205,5.002011299480021,-0.2153350110415241,1.1081388885081331,0.008456037846876938,0.006898618054557123,0.00689951709554186,0.0933467033554723,355.1535895688314,0.008456037846876938,0.005474369585337764,0.00011909550623722419,293.0202366313467,0.006976838415946729,-8.758041100487035e-09,0.008942459081379044,0.07022140460567819,11403,190.05,17218,286.96666666666664,39858,664.3,0.00011909550623722419,0.8194251215016765,1.4485848772283334,0.00011924558463352611,84.76058516601341,72.119140625,4.506517254962207e-05,5.0127196434376296e-05,2.3787107364251605e-05,0.3779190037779555,0.4203694131605016,0.19947998441498535,1,0,1.0
S5,1050,1110,60,30,1.6909976242099255e-06,0.012629972977972297,-0.168730616199405,0.08034912146900718,0.24907973766841218,0.0003456197037015659,0.014406213237994727,0.012629973091174161,6.699681251918903,-0.5217979816536885,4.771032502947084,0.00928265045926858,0.008564380931207123,0.007215771130133315,0.168730616199405,389.87131928928034,0.00928265045926858,0.005804092277347193,0.00015951621742431042,321.75792908292203,0.007661085480200053,-1.8800754097658196e-08,0.010381036828247557,0.10550770995093225,11523,192.05,17316,288.6,39618,660.3,0.00015951621742431042,0.8219365826318815,1.4453079195115104,0.000160229252071483,85.33445573124854,72.2900390625,5.952175091785334e-05,6.712589964651183e-05,3.313865281344034e-05,0.3714786791321907,0.418936609755658,0.206820242777244,1,0,1.0
S5,1080,1140,60,30,8.568945420974499e-07,0.012441484463446121,-0.168730616199405,0.08034912146900718,0.24907973766841218,0.0002443871089137402,0.014282852799604999,0.012441484492954989,6.501202528314456,-0.4819849367495893,4.75080982085548,0.00918151177365938,0.008395854806902846,0.007159037821406707,0.168730616199405,385.62349449369395,0.00918151177365938,0.005755195079497321,0.0001547905356541712,329.1433379513592,0.007836932735335584,2.1843407295040437e-09,0.010495730448673572,0.10550770995093225,12134,202.23333333333332,17570,292.8333333333333,39712,661.8666666666667,0.0001547905356541712,0.8436075678517867,1.4142016255982994,0.00015832909648217898,88.71670483244547,75.3662109375,5.2381799398617416e-05,7.048446830763766e-05,3.494549948837892e-05,0.3308412702558013,0.44517697551297003,0.22071432392916024,1,0,1.0
S5,1110,1170,60,30,-1.6183670770162966e-06,0.009982024581787471,-0.08354930223509724,0.07539260604158048,0.1589419082766777,0.00022401795511352366,0.01243582356594166,0.009982024712978894,4.184914329561897,-0.129750212243127,1.1784270425220464,0.007722003605304543,0.006325462646335444,0.006227741922313399,0.08354930223509724,324.3241514227908,0.007722003605304543,0.00498773651206916,9.964081475140935e-05,284.0377321660376,0.006762964169766842,1.2413900726734159e-08,0.008609205467351451,0.06977879069283188,12453,207.55,18102,301.7,39989,666.4833333333333,9.964081475140935e-05,0.862470874201134,1.420711536060018,9.972716045532276e-05,90.46215101328933,76.3916015625,3.223305711155046e-05,4.445532470145707e-05,2.2791156720212043e-05,0.3232124224171679,0.44576948244077214,0.22853510133202237,1,0,1.0
S5,1140,1200,60,30,7.815378928073069e-07,0.009301563169679686,-0.08354930223509724,0.07539260604158048,0.1589419082766777,0.00020128911160748183,0.011631868518306611,0.009301563202512957,3.6338012764344096,-0.1170418573462861,1.4607585983428297,0.007179511145638,0.0059138564169248144,0.0058189714268840065,0.08354930223509724,301.539468116796,0.007179511145638,0.0046342324744493525,8.65190773995416e-05,266.43138366212634,0.006343755414703358,1.4164931562224833e-08,0.008067168645634143,0.06977879069283188,12466,207.76666666666668,18588,309.8,40034,667.2333333333333,8.65190773995416e-05,0.8672917119920984,1.447218616806689,8.50352164051005e-05,90.24888132750256,74.6826171875,3.0375706586571252e-05,3.403064608566573e-05,2.043020875899585e-05,0.3572132567037165,0.40019473724329274,0.24025585660496332,1,0,1.0
S5,1170,1230,60,30,-3.532908204018297e-07,0.013423354716959806,-0.12061220896118077,0.15042659906800165,0.27103880802918245,0.00030645199759360024,0.01350515002403481,0.013423354721608959,7.5678309832499435,-0.5602040755573631,5.676626233924271,0.009375836875275455,0.009606254986745173,0.006755147974619525,0.15042659906800165,393.7851487615691,0.009375836875275455,0.00555816577653172,0.0001801864518573271,346.27532252682875,0.008244846842230261,-2.9178533071883037e-08,0.011706040773982022,0.11506321727991217,12312,205.2,18508,308.46666666666664,39447,657.45,0.0001801864518573271,0.872065219225114,1.4154443718826764,0.0001613035575176463,91.5077502549207,77.0751953125,5.403872551903035e-05,6.643807391140387e-05,4.0526034585787194e-05,0.3350126082192491,0.4118822605889252,0.251240798463814,1,0,1.0
S5,1200,1260,60,30,-1.1282666393004898e-07,0.01621295884981039,-0.14374729550413926,0.15042659906800165,0.29417389457214094,0.0006350904047073503,0.016099325670854987,0.016212958850202974,11.040121456491747,-0.609794416887191,4.275203979685964,0.011415322421719283,0.011513055575587565,0.008090465027793892,0.15042659906800165,479.4435417122099,0.011415322421719283,0.006712682348990327,0.0002628600346656451,423.86114974025656,0.010092172426492454,-2.2695048648423095e-08,0.014267263039086426,0.11506321727991217,12318,205.3,18273,304.55,39374,656.2333333333333,0.0002628600346656451,0.8799913187501417,1.4012473706953754,0.0002743767289922762,92.47064781792413,77.4169921875,8.911184235377826e-05,0.00011438332785641603,7.023772875994363e-05,0.32477915558315,0.41688421710004403,0.25599010899324787,1,0,1.0
S5,1230,1290,60,30,-4.658240994089962e-07,0.01297735159951475,-0.14374729550413926,0.098387089072757,0.24213438457689626,0.0006258619494775236,0.01379700081930546,0.012977351607875167,7.073289499685647,-0.6631422525233597,5.733387245512702,0.009257016451127064,0.009095015182944062,0.006901403276651249,0.14374729550413926,388.79469094733673,0.009257016451127064,0.005661629770162507,0.00016841165453742807,356.25545974112504,0.008482474814665231,-4.96835456815828e-08,0.011745903888619555,0.10944789809396518,12787,213.11666666666667,18809,313.48333333333335,39678,661.3,0.00016841165453742807,0.9051079335061522,1.3966625690984085,0.00015873658936229067,95.49555569528545,79.296875,5.1338204853237105e-05,6.261122694415755e-05,4.446544828792267e-05,0.3234175879643346,0.3944347500200947,0.2801209756777466,1,0,1.0
S5,1260,1320,60,30,-3.167899753470547e-06,0.009524404839130751,-0.06914337090839975,0.041177138840604754,0.11032050974900451,0.0005091744108502644,0.012100320662050168,0.009524405365966219,3.8100004981603357,-0.39217187940858494,0.7433947709347635,0.0074177107191775865,0.0059742669225474054,0.006070317852517385,0.06914337090839975,311.5438502054586,0.0074177107191775865,0.004831915069551233,9.071428753965726e-05,296.2591033772592,0.007053956126985385,2.714706789895846e-08,0.009002368409257602,0.05149299446347221,13278,221.3,19390,323.1666666666667,40158,669.3,9.071428753965726e-05,0.9451896009577022,1.3917117291201486,9.062047707589438e-05,99.85691635979026,82.71484375,2.9785759625977094e-05,3.081698115644491e-05,2.9825929384707726e-05,0.32868685519092566,0.34006641932193515,0.3291301298240639,1,0,1.0
S5,1290,1350,60,30,-1.6266410153780361e-06,0.009061763552571498,-0.049663684924101045,0.03690514732279113,0.08656883224689219,0.00042104918755848713,0.011531402995359511,0.009061763698567414,3.4488535758043164,-0.3401513946611318,0.6850538923388627,0.007060473951410128,0.005680252539292004,0.00578188075219192,0.049663684924101045,296.5399059592254,0.007060473951410128,0.004588313425487457,8.211555868271322e-05,282.6535887068936,0.006730007588440048,1.703074581902325e-08,0.008573293764606069,0.042163268186937414,13346,222.43333333333334,19576,326.26666666666665,40113,668.55,8.211555868271322e-05,0.9460955050160392,1.3981496947789858,8.120172962255704e-05,99.97655911235957,82.71484375,2.7097554760524602e-05,2.726823900192467e-05,2.667340942197303e-05,0.33370662036978543,0.33580859827337745,0.3284832668707517,1,0,1.0
S5,1320,1380,60,30,1.9784506619532283e-06,0.010808144400255142,-0.13183901020355676,0.09461259288750454,0.2264516030910613,0.00042825995444943426,0.011896733861879744,0.010808144581334651,4.90627155022341,-0.402297572297018,6.720219980952278,0.007784758191268008,0.007497568218730606,0.00595505647879691,0.13183901020355676,326.95984403325633,0.007784758191268008,0.004846197931187719,0.00011681598537676658,302.72706803490587,0.007207958952234717,2.21144231973788e-08,0.009796057624066323,0.10277550088860446,13049,217.48333333333332,19311,321.85,39778,662.9666666666667,0.00011681598537676658,0.9063588772773126,1.4110758158257755,0.00011037950884838022,95.79457356356667,78.4423828125,3.68334668190396e-05,4.0805234584671986e-05,3.240096673588456e-05,0.3336984119908966,0.36968124799978025,0.2935415012617175,1,0,1.0
S5,1350,1410,60,30,8.272598010757332e-07,0.011282059991363606,-0.13183901020355676,0.09461259288750454,0.2264516030910613,0.00031289806952584226,0.012697194877192501,0.01128206002169312,5.345964889989618,-0.29802103695190474,5.553197382312378,0.008232426445205934,0.007714404264579355,0.006363243694110205,0.13183901020355676,345.7619106986492,0.008232426445205934,0.005147187307361978,0.00012728487764872737,310.7223452184777,0.00739832722727869,-2.0396739854670455e-08,0.00997887413793978,0.10277550088860446,12781,213.01666666666668,18690,311.5,39890,664.8333333333334,0.00012728487764872737,0.8844904339791303,1.4155167549975316,0.00013106282317326456,92.70766067074716,76.904296875,4.3158627464179914e-05,5.383884359684088e-05,3.367875364772686e-05,0.32929725164797014,0.4107865395640542,0.2569664900564798,1,0,1.0
